# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = r_slds_simp_model
# start_datetime = 2024-03-12 18:50:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/RtmpDXnnRD/standata-a0857f18df4c.json
# init = 2 (Default)
# random
#   seed = 1343000617
# output
#   file = /home/guglielmo/PoD/Y2.1/ITI/project/out/r-slds-simp-202403121950-2-1cd788.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/guglielmo/PoD/Y2.1/ITI/project/out/r-slds-simp-profile-202403121950-2-77282c.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --name=r-slds-simp_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Z_A.1.1.1,Z_A.2.1.1,Z_A.3.1.1,Z_A.1.2.1,Z_A.2.2.1,Z_A.3.2.1,Z_A.1.1.2,Z_A.2.1.2,Z_A.3.1.2,Z_A.1.2.2,Z_A.2.2.2,Z_A.3.2.2,z_b.1.1,z_b.2.1,z_b.3.1,z_b.1.2,z_b.2.2,z_b.3.2,L_Q.1.1.1,L_Q.2.1.1,L_Q.3.1.1,L_Q.1.2.1,L_Q.2.2.1,L_Q.3.2.1,L_Q.1.1.2,L_Q.2.1.2,L_Q.3.1.2,L_Q.1.2.2,L_Q.2.2.2,L_Q.3.2.2,sigma_Q_unif.1.1,sigma_Q_unif.2.1,sigma_Q_unif.3.1,sigma_Q_unif.1.2,sigma_Q_unif.2.2,sigma_Q_unif.3.2,Z_R.1.1.1,Z_R.2.1.1,Z_R.3.1.1,Z_R.1.2.1,Z_R.2.2.1,Z_R.3.2.1,Z_R.1.1.2,Z_R.2.1.2,Z_R.3.1.2,Z_R.1.2.2,Z_R.2.2.2,Z_R.3.2.2,z_r.1.1,z_r.2.1,z_r.3.1,z_r.1.2,z_r.2.2,z_r.3.2,A.1.1.1,A.2.1.1,A.3.1.1,A.1.2.1,A.2.2.1,A.3.2.1,A.1.1.2,A.2.1.2,A.3.1.2,A.1.2.2,A.2.2.2,A.3.2.2,b.1.1,b.2.1,b.3.1,b.1.2,b.2.2,b.3.2,Q.1.1.1,Q.2.1.1,Q.3.1.1,Q.1.2.1,Q.2.2.1,Q.3.2.1,Q.1.1.2,Q.2.1.2,Q.3.1.2,Q.1.2.2,Q.2.2.2,Q.3.2.2,sigma_Q.1.1,sigma_Q.2.1,sigma_Q.3.1,sigma_Q.1.2,sigma_Q.2.2,sigma_Q.3.2,R.1.1.1,R.2.1.1,R.3.1.1,R.1.2.1,R.2.2.1,R.3.2.1,R.1.1.2,R.2.1.2,R.3.1.2,R.1.2.2,R.2.2.2,R.3.2.2,r.1.1,r.2.1,r.3.1,r.1.2,r.2.2,r.3.2,z_star.1,z_star.2,z_star.3,z_star.4,z_star.5,z_star.6,z_star.7,z_star.8,z_star.9,z_star.10,z_star.11,z_star.12,z_star.13,z_star.14,z_star.15,z_star.16,z_star.17,z_star.18,z_star.19,z_star.20,z_star.21,z_star.22,z_star.23,z_star.24,z_star.25,z_star.26,z_star.27,z_star.28,z_star.29,z_star.30,z_star.31,z_star.32,z_star.33,z_star.34,z_star.35,z_star.36,z_star.37,z_star.38,z_star.39,z_star.40,z_star.41,z_star.42,z_star.43,z_star.44,z_star.45,z_star.46,z_star.47,z_star.48,z_star.49,z_star.50,z_star.51,z_star.52,z_star.53,z_star.54,z_star.55,z_star.56,z_star.57,z_star.58,z_star.59,z_star.60,z_star.61,z_star.62,z_star.63,z_star.64,z_star.65,z_star.66,z_star.67,z_star.68,z_star.69,z_star.70,z_star.71,z_star.72,z_star.73,z_star.74,z_star.75,z_star.76,z_star.77,z_star.78,z_star.79,z_star.80,z_star.81,z_star.82,z_star.83,z_star.84,z_star.85,z_star.86,z_star.87,z_star.88,z_star.89,z_star.90,z_star.91,z_star.92,z_star.93,z_star.94,z_star.95,z_star.96,z_star.97,z_star.98,z_star.99,z_star.100,z_star.101,z_star.102,z_star.103,z_star.104,z_star.105,z_star.106,z_star.107,z_star.108,z_star.109,z_star.110,z_star.111,z_star.112,z_star.113,z_star.114,z_star.115,z_star.116,z_star.117,z_star.118,z_star.119,z_star.120,z_star.121,z_star.122,z_star.123,z_star.124,z_star.125,z_star.126,z_star.127,z_star.128,z_star.129,z_star.130,z_star.131,z_star.132,z_star.133,z_star.134,z_star.135,z_star.136,z_star.137,z_star.138,z_star.139,z_star.140,z_star.141,z_star.142,z_star.143,z_star.144,z_star.145,z_star.146,z_star.147,z_star.148,z_star.149,z_star.150,z_star.151,z_star.152,z_star.153,z_star.154,z_star.155,z_star.156,z_star.157,z_star.158,z_star.159,z_star.160,z_star.161,z_star.162,z_star.163,z_star.164,z_star.165,z_star.166,z_star.167,z_star.168,z_star.169,z_star.170,z_star.171,z_star.172,z_star.173,z_star.174,z_star.175,z_star.176,z_star.177,z_star.178,z_star.179,z_star.180,z_star.181,z_star.182,z_star.183,z_star.184,z_star.185,z_star.186,z_star.187,z_star.188,z_star.189,z_star.190,z_star.191,z_star.192,z_star.193,z_star.194,z_star.195,z_star.196,z_star.197,z_star.198,z_star.199,z_star.200,z_star.201,z_star.202,z_star.203,z_star.204,z_star.205,z_star.206,z_star.207,z_star.208,z_star.209,z_star.210,z_star.211,z_star.212,z_star.213,z_star.214,z_star.215,z_star.216,z_star.217,z_star.218,z_star.219,z_star.220,z_star.221,z_star.222,z_star.223,z_star.224,z_star.225,z_star.226,z_star.227,z_star.228,z_star.229,z_star.230,z_star.231,z_star.232,z_star.233,z_star.234,z_star.235,z_star.236,z_star.237,z_star.238,z_star.239,z_star.240
-1406.56,0.961493,0.0103397,8,511,0,1429.79,-0.330068,-0.524421,-0.648187,1.12318,0.284385,-1.08637,-1.08506,1.95662,-0.660565,-0.334358,-1.08352,-1.08937,-3.08729,3.26661,-0.0823243,-3.07844,3.39428,-0.0612649,1,1,1,-0.0635348,0.121066,-0.0489474,0,0,0,0.99798,0.992644,0.998801,1.55521,1.53219,1.53376,1.54914,1.54163,1.53951,-1.02851,-1.19988,-0.853429,0.706645,0.637336,0.563188,-0.00214494,0.0357129,0.135659,-0.502961,-0.682653,1.17507,2.75295,-1.07871,-4.43832,2.28684,-3.32122,-0.78396,0.834966,0.569259,0.675906,0.56159,0.697763,-0.543185,-0.542532,0.422742,-0.330282,0.832821,0.289708,0.455314,1.01201,32.6661,-32.7082,1.10058,33.9428,31.2723,6.41487,2.58917,2.69896,-0.293361,0.414993,-0.156386,0,0,0,4.608,3.40261,3.19115,6.41487,2.58917,2.69896,4.61733,3.42782,3.19498,-0.0285066,-0.199883,0.146571,0.706645,0.637336,0.563188,-0.00214494,0.0357129,0.135659,0.497039,0.317347,2.17507,3.75295,-0.0787114,-3.43832,3.28684,-2.32122,0.21604,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1398.95,0.909187,0.0103397,9,511,0,1429.61,-0.356337,-0.580929,-0.619598,1.12256,0.360019,-1.0789,-1.10157,2.00458,-0.621068,-0.337412,-1.1289,-1.08085,-3.1467,3.31078,0.0305348,-3.15539,3.23908,-0.0972127,1,1,1,-0.332508,0.223938,-0.15709,0,0,0,0.9431,0.974603,0.987584,1.55318,1.53645,1.53119,1.55164,1.5388,1.53539,-1.01801,-1.17471,-0.917395,0.358556,0.413913,-0.96278,0.000501363,0.0569607,0.0709036,-0.895555,0.0871701,-1.786,2.33413,-2.6608,-4.39017,0.738946,-2.00564,-1.20315,0.821831,0.541005,0.690201,0.56128,0.73558,-0.53945,-0.550784,0.446719,-0.310534,0.831294,0.267021,0.459575,0.417927,33.1078,-31.5796,0.331046,32.3908,30.9128,5.67668,2.91041,2.52364,-1.73599,0.699701,-0.443511,0,0,0,4.92383,3.04518,2.78825,5.67668,2.91041,2.52364,5.2209,3.12453,2.8233,-0.0180116,-0.174709,0.0826053,0.358556,0.413913,-0.96278,0.000501363,0.0569607,0.0709036,0.104445,1.08717,-0.785999,3.33413,-1.6608,-3.39017,1.73895,-1.00564,-0.203152,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1403.27,0.76477,0.0103397,8,511,0,1424.25,-0.32583,-0.589688,-0.568064,1.11487,0.224277,-1.05998,-1.09549,2.02555,-0.55942,-0.336684,-0.979889,-1.06714,-3.14741,3.17211,-0.00277986,-3.10512,3.12858,-0.116284,1,1,1,-0.2094,0.237526,0.0419732,0,0,0,0.97783,0.971381,0.999119,1.55346,1.5301,1.5369,1.55341,1.53632,1.53966,-1.02422,-1.0795,-0.972293,0.750708,-0.155346,-2.22988,-0.00164404,-0.198556,0.0230233,-0.904658,-0.739233,-0.536967,2.26608,-2.26371,-3.18202,0.431928,-1.46414,-0.554962,0.837085,0.536626,0.715968,0.557436,0.667709,-0.529989,-0.547744,0.457204,-0.27971,0.831658,0.341525,0.466431,0.410858,31.7211,-31.9127,0.833742,31.2858,30.7221,5.76661,2.45569,2.9488,-1.2044,0.688676,0.13476,0,0,0,5.62414,2.81639,3.2078,5.76661,2.45569,2.9488,5.75165,2.89937,3.21063,-0.0242236,-0.0794985,0.0277073,0.750708,-0.155346,-2.22988,-0.00164404,-0.198556,0.0230233,0.0953418,0.260767,0.463033,3.26608,-1.26371,-2.18202,1.43193,-0.464145,0.445038,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1396.38,0.875093,0.0103397,8,255,0,1419.28,-0.332437,-0.519057,-0.639446,1.11359,0.27715,-1.12006,-1.09768,1.95892,-0.631046,-0.335938,-1.04249,-1.11458,-3.11165,3.20265,0.0302205,-3.12851,3.18426,-0.0576404,1,1,1,-0.212429,0.284111,0.135624,0,0,0,0.977177,0.958791,0.99076,1.554,1.52915,1.53663,1.55248,1.53671,1.53952,-1.0231,-0.979961,-1.01091,0.420118,0.243929,-2.1836,0.000297072,-0.100626,-0.0192454,-0.227411,-0.671673,-0.32877,2.83412,-2.58455,-4.00904,1.40522,-1.48516,-0.981107,0.833782,0.571941,0.680277,0.556797,0.694145,-0.560028,-0.548839,0.423889,-0.315523,0.832031,0.310225,0.442709,0.768395,32.0265,-31.5827,0.599883,31.8426,31.3085,5.95488,2.39967,2.92602,-1.15981,0.833292,0.433483,0,0,0,5.33518,2.81212,3.16668,5.95488,2.39967,2.92602,5.45979,2.93298,3.19621,-0.0230993,0.0200387,-0.0109078,0.420118,0.243929,-2.1836,0.000297072,-0.100626,-0.0192454,0.772589,0.328327,0.67123,3.83412,-1.58455,-3.00904,2.40522,-0.485159,0.0188929,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1396.28,0.580684,0.0103397,9,511,0,1418.68,-0.347954,-0.600563,-0.970278,1.13049,0.118239,-0.991569,-1.10187,2.02864,-0.979198,-0.330091,-0.902231,-0.997723,-3.2336,3.28228,-0.129279,-3.07984,3.25769,-0.0537444,1,1,1,-0.0783964,0.0130009,-0.409968,0,0,0,0.996922,0.999915,0.9121,1.55164,1.53377,1.53261,1.55259,1.54233,1.53833,-1.01809,-1.14796,-1.00934,0.0374209,0.162979,0.915643,-2.67129e-05,0.071104,-0.0157411,1.22142,-0.601182,0.785579,2.05629,-2.36746,-3.93871,-0.942364,-2.6702,0.340409,0.826023,0.531188,0.514861,0.565246,0.61469,-0.495785,-0.550937,0.458748,-0.489599,0.834955,0.380354,0.501139,-0.451066,32.8228,-33.1777,1.08651,32.5769,31.3475,5.2208,2.69956,2.61756,-0.430489,0.0456655,-1.26219,0,0,0,5.47428,3.5122,2.80813,5.2208,2.69956,2.61756,5.49118,3.5125,3.07875,-0.0180881,-0.14796,-0.00933524,0.0374209,0.162979,0.915643,-2.67129e-05,0.071104,-0.0157411,2.22142,0.398818,1.78558,3.05629,-1.36746,-2.93871,0.0576355,-1.6702,1.34041,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1392.64,0.932406,0.0103397,9,511,0,1409.47,-0.350336,-0.610141,-0.798634,1.12025,-0.0642576,-1.10307,-1.10651,2.0469,-0.81539,-0.327472,-0.702052,-1.10274,-3.25692,3.23586,-0.105977,-3.10758,3.15181,-0.0809842,1,1,1,-0.0801355,-0.0452112,-0.174007,0,0,0,0.996784,0.998977,0.984744,1.55287,1.53338,1.5358,1.55255,1.54141,1.54059,-1.02044,-1.17473,-0.951626,0.311448,0.0425018,0.12905,-0.000910803,-0.0159195,0.0406871,0.0574634,-0.572721,-0.352721,1.55818,-2.44473,-4.27642,0.238469,-2.12275,-0.162747,0.824832,0.526399,0.600683,0.560125,0.523441,-0.551535,-0.553254,0.467879,-0.407695,0.836264,0.480444,0.448629,-0.684224,32.3586,-32.9447,0.809171,31.5181,31.0751,5.57718,2.67161,2.85624,-0.439232,-0.153798,-0.575905,0,0,0,5.46349,3.39829,3.25917,5.57718,2.67161,2.85624,5.48111,3.40177,3.30966,-0.0204386,-0.174731,0.0483737,0.311448,0.0425018,0.12905,-0.000910803,-0.0159195,0.0406871,1.05746,0.427279,0.647279,2.55818,-1.44473,-3.27642,1.23847,-1.12275,0.837253,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1395.39,0.995057,0.0103397,9,511,0,1415.17,-0.335339,-0.333142,-0.489581,1.12447,0.62927,-0.971199,-1.0941,1.76269,-0.489116,-0.337779,-1.41102,-0.975002,-3.08413,3.24147,-0.014805,-3.15436,3.24605,-0.0642104,1,1,1,-0.208667,0.36347,-0.126364,0,0,0,0.977987,0.931606,0.991984,1.55428,1.5286,1.53331,1.55326,1.5396,1.53713,-1.03236,-1.37596,-1.05937,0.390424,0.188148,0.710273,-0.000860583,0.116737,-0.064615,1.89582,-0.937313,1.50737,3.10611,-2.34066,-3.77176,0.9218,-2.10049,0.585042,0.83233,0.664899,0.755209,0.562237,0.870205,-0.485599,-0.547051,0.325773,-0.244558,0.831111,0.125959,0.512499,1.0436,32.4147,-32.033,0.341364,32.4605,31.2428,6.05573,2.36869,2.6662,-1.18954,1.16472,-0.375163,0,0,0,5.57518,2.98528,2.94511,6.05573,2.36869,2.6662,5.70067,3.20444,2.96891,-0.032358,-0.375964,-0.059371,0.390424,0.188148,0.710273,-0.000860583,0.116737,-0.064615,2.89582,0.0626873,2.50737,4.10611,-1.34066,-2.77176,1.9218,-1.10049,1.58504,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1395.36,0.528171,0.0103397,9,511,0,1415.84,-0.341798,-0.408213,-0.650628,1.11654,0.541461,-0.959795,-1.09666,1.83944,-0.646498,-0.332291,-1.32475,-0.969395,-3.0829,3.2508,0.0275868,-3.15296,3.24019,-0.121008,1,1,1,-0.214058,0.302467,-0.268843,0,0,0,0.976821,0.95316,0.963184,1.55339,1.53051,1.52926,1.55331,1.54184,1.53623,-1.04248,-1.42879,-1.05039,0.792896,0.285295,0.403906,-0.000198253,-0.105641,-0.053603,0.528582,-0.902194,0.551563,3.29429,-3.27663,-3.29901,-0.606519,-2.14025,-0.0652152,0.829101,0.627363,0.674686,0.558271,0.826301,-0.479897,-0.548329,0.364152,-0.323249,0.833854,0.169097,0.515302,1.05593,32.508,-31.6091,0.355365,32.4019,30.6749,5.7448,2.48077,2.40603,-1.22405,1.04414,-0.777498,0,0,0,5.58576,3.29038,2.78555,5.7448,2.48077,2.40603,5.71831,3.45208,2.89202,-0.0424783,-0.428786,-0.0503853,0.792896,0.285295,0.403906,-0.000198253,-0.105641,-0.053603,1.52858,0.0978061,1.55156,4.29429,-2.27663,-2.29901,0.393481,-1.14025,0.934785,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1397.53,0.93201,0.0103397,9,511,0,1418.44,-0.343307,-0.397178,-0.901651,1.11704,0.441275,-1.71341,-1.1088,1.83061,-0.923667,-0.329687,-1.20251,-1.70387,-3.1937,3.23656,-0.147895,-3.07028,3.19685,-0.0044798,1,1,1,-0.118456,0.0429483,0.0362288,0,0,0,0.992959,0.999077,0.999344,1.55215,1.5316,1.53723,1.55206,1.53856,1.54015,-1.01899,-1.03442,-1.12992,-0.448374,-0.0839109,-0.233037,-0.00239652,-0.135359,-0.143899,-0.145303,-0.380751,0.271504,1.50172,-1.88458,-4.78009,0.426716,-1.87357,0.626999,0.828347,0.632881,0.549175,0.55852,0.776207,-0.856704,-0.554401,0.359733,-0.461834,0.835157,0.230216,0.148067,-0.0520652,32.3656,-33.3639,1.18213,31.9685,31.8401,5.36232,2.5498,2.97814,-0.632261,0.133179,0.118189,0,0,0,5.29994,3.09805,3.26014,5.36232,2.5498,2.97814,5.33752,3.10091,3.26228,-0.0189856,-0.0344226,-0.129917,-0.448374,-0.0839109,-0.233037,-0.00239652,-0.135359,-0.143899,0.854697,0.619249,1.2715,2.50172,-0.884585,-3.78009,1.42672,-0.873571,1.627,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
-1397.15,0.999847,0.0103397,9,511,0,1409.91,-0.341562,-0.346116,-0.55573,1.11893,0.147348,-0.890082,-1.09626,1.77337,-0.545264,-0.3344,-0.923177,-0.90429,-3.12774,3.25103,0.0441602,-3.14261,3.25229,-0.164217,1,1,1,-0.220718,0.2803,-0.343773,0,0,0,0.975338,0.959912,0.939053,1.55408,1.52839,1.5307,1.55256,1.54089,1.5356,-1.02797,-1.46742,-0.867035,0.459099,0.426686,-0.706474,-0.0010813,0.19714,0.127567,0.143247,-0.697322,0.476697,3.32498,-2.06594,-3.24334,-0.471961,-2.46491,-0.69201,0.829219,0.658412,0.722135,0.559465,0.629244,-0.445041,-0.548128,0.331116,-0.272632,0.8328,0.369881,0.547855,0.607555,32.5103,-31.4433,0.458856,32.5229,30.2428,5.98041,2.35698,2.49272,-1.20991,0.937036,-0.976383,0,0,0,5.34651,3.20896,2.66709,5.98041,2.35698,2.49272,5.4817,3.34297,2.84019,-0.0279677,-0.467423,0.132965,0.459099,0.426686,-0.706474,-0.0010813,0.19714,0.127567,1.14325,0.302678,1.4767,4.32498,-1.06594,-2.24334,0.528039,-1.46491,0.30799,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
