# 1.23994e-05, 1.39915e-05, 1.55331e-05, 2.01994e-05, 27.3767, 11.0345, 36.2964, 11.1316, 8.38814, 16.9748, 6.84854, 11.6339, 18.3873, 12.4813, 7.56103, 6.18407, 0.000219485, 0.000380243, 29.0935, 12.0582, 7.31879, 8.7914, 7.88186, 6.37159, 0.00204866, 0.0527258, 0.00193648, 0.51883, 0.461323, 0.528944, 0.301322, 0.417068, 0.562863, 0.328624, 0.432964, 0.504843, 0.0035343, 0.980252, 0.877111, 0.00749917, 0.812107, 1.1156, 0.948874, 1.16908, 1.03418, 1.05081, 0.881703, 1.20705, 0.887306, 1.09919, 1.05159, 0.954951, 1.06329, 0.90057, 0.899983, 1.04929, 0.918476, 0.950449, 0.971977, 1.07376, 0.260153, 1.11308, 1.12904, 1.18891, 1.0729, 0.9055, 0.88027, 1.03834, 1.03939, 1.14016, 0.912805, 1.15782
-136.077,0.929851,0.0767358,6,63,0,165.021,0.992642,8.99428,5.87412,2.91342,0.0566182,-11.2931,0.323457,-0.942982,-0.11806,2.74542,3.46485,1.06471,0.991529,-3.03931,1.91219,2.31789,0.0202016,3.17526,3.19812,1.413,-0.00253333,-3.59391,0.9217,1.4422,18.0379,1.01339,0.120705,0.417333,0.408345,0.759576,-0.0368016,-0.0667016,0.408345,0.759576,-0.0368016,-0.0667016,9.67332,0.59326,1.96981,1.49577,-0.0774407,0.68655,0.70992,1.66749,0.921399,0.0217339,0.807779,0.0755341,1.5793,1.46875,-0.727006,1.04587,0.0332059,0.546669,0.383065,1.9814,1.73025,1.52729,1.5753,-0.0315266,0.971027,0.0663402,0.528134,0.664241,4.2718,-0.613444,0.725591,0.907133,-0.388603,1.944,0.267218,2.12939,1.52738,1.37698,2.08719,1.29576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-24.1546
-133.15,0.989156,0.0767358,6,63,0,172.061,0.992866,7.31076,-2.7878,0.461764,0.0575075,-2.73032,2.38014,-3.00328,-0.117983,0.488028,-2.68514,-4.11175,0.999014,1.07226,1.97347,-1.94884,-0.00884017,6.10926,-1.47302,-0.545067,-0.0129013,-1.83825,-0.455614,0.48516,17.9232,0.368755,0.555478,0.403724,1.26514,0.853161,0.627834,-0.134568,1.26514,0.853161,0.627834,-0.134568,14.0719,2.63934,1.3201,0.355181,0.0852756,1.16224,0.362436,-0.119241,1.20939,2.45867,0.924224,1.42735,0.628843,0.676982,1.39358,2.66309,0.0277226,1.85835,1.38292,0.907098,0.509146,0.824841,0.293905,2.63656,1.16437,1.65131,1.32837,1.40422,4.73463,2.31681,1.11223,1.07325,1.94132,1.2615,1.10683,-0.432362,0.507029,0.190205,0.704938,0.628974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-17.1531
-137.915,0.960168,0.0767358,6,63,0,177.072,0.99537,-1.46586,5.66792,0.731618,0.0572125,0.644914,-1.39625,2.88694,-0.120569,-0.329168,3.53282,0.715801,0.992268,3.43174,0.262504,0.941798,0.0152009,-1.4062,0.904098,-0.386986,0.0153709,2.31553,-1.16639,-1.98351,17.1558,0.489963,0.383213,2.53138,1.55968,0.0638792,0.768746,-0.102564,1.55968,0.0638792,0.768746,-0.102564,11.7326,0.274544,1.65753,0.151484,0.0364014,0.310562,2.09169,1.2242,-0.154414,0.0411466,2.38414,0.304294,0.438992,0.629405,0.74626,0.0589343,-0.056407,0.0225218,0.441377,1.82672,0.665733,2.81565,3.44295,2.48226,0.436703,1.49054,-0.824688,3.96066,4.59239,-0.495802,2.02693,0.279166,0.314017,1.84884,0.825621,2.4099,0.830695,1.45511,0.897962,1.20701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-17.4883
-133.165,0.976952,0.0767358,6,63,0,166.832,0.99536,1.70958,1.6206,1.25306,0.057209,0.252209,6.90972,-2.20744,-0.119581,-0.288743,0.453158,0.912233,0.99298,3.83955,5.88101,-1.60757,-0.0115114,0.412479,0.100788,-0.11976,-0.0269102,1.01569,-0.46255,1.97577,19.4573,0.928073,3.06455,0.990271,-0.298017,-0.0903462,-0.246665,-0.0529644,-0.298017,-0.0903462,-0.246665,-0.0529644,11.4743,0.236174,0.0813909,0.142395,-0.0268681,2.11973,0.774036,1.19726,1.92039,2.1681,-0.491239,1.92715,1.80561,1.65794,1.01761,2.20987,0.0662326,2.09382,1.56327,0.879061,1.04628,0.131374,-1.82376,-0.374609,1.3718,0.554286,2.59308,-2.13205,4.08331,2.64605,0.113122,1.55116,1.70042,0.192412,0.894884,-0.521729,1.39659,0.561326,0.90504,0.609567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-17.0859
-129.957,0.84516,0.0767358,6,63,0,166.984,0.996734,2.60181,2.27356,0.085352,0.0580756,0.315759,5.27026,1.29135,-0.117773,-0.421884,1.56111,0.117261,0.998637,2.58065,5.30412,2.44582,-0.0313766,-0.740548,-1.24589,0.24687,0.0039596,0.168151,-5.59236,-0.83494,19.7957,1.00885,0.628587,2.0343,1.49998,-0.170259,-0.210887,-0.199772,1.49998,-0.170259,-0.210887,-0.199772,12.0463,1.74334,0.101786,1.0172,0.0236097,1.79116,0.0443837,1.59881,-0.906054,-1.17178,2.03442,-0.832948,1.65687,0.503873,-0.0801506,0.0273497,-0.0845158,-0.326701,0.667126,0.580667,-0.434674,1.43349,0.144802,1.2689,-0.826915,1.27574,1.17343,0.921806,3.90173,-0.100079,0.97467,0.663864,2.4716,1.05715,2.06235,-0.0315496,1.55874,0.859489,0.366058,2.25703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-17.7109
-141.61,0.903564,0.0767358,6,63,0,174.626,0.996891,2.04328,6.76369,1.18264,0.055352,-0.15281,-13.4175,1.33787,-0.11685,-0.44168,0.234581,2.30699,0.993002,0.775022,3.72595,0.629232,0.0302954,-0.177502,0.125452,-2.85283,-0.00245879,0.0320926,-1.11006,1.07172,17.6421,2.49394,0.263937,0.535197,0.0636083,-0.0367589,0.0915654,0.23764,0.0636083,-0.0367589,0.0915654,0.23764,11.41,1.11971,0.0371197,0.5084,0.00303152,-0.87764,1.91984,0.773066,3.27008,3.35282,0.551179,2.60719,0.722916,2.04634,2.55652,2.84677,0.029073,2.59973,1.58177,1.02183,3.04754,0.33607,2.30667,1.24712,2.89511,0.674667,1.23201,0.620171,5.16931,2.08813,1.98627,1.56498,-0.372457,1.1956,0.538411,0.57213,0.639038,0.991816,1.68403,-0.374417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-16.7484
-137.419,0.761793,0.0767358,6,63,0,181.207,0.992862,2.00483,5.72592,0.818541,0.0595163,1.00868,-4.07891,-2.0552,-0.124095,-0.764658,1.86675,-2.15576,0.997928,0.760957,0.171935,1.33102,-0.0223912,-0.985686,0.979342,1.32781,0.0139986,0.0944761,-0.175592,-2.76563,15.9725,0.819082,1.12004,1.34887,1.81131,-0.164304,1.52137,0.59561,1.81131,-0.164304,1.52137,0.59561,13.4552,0.959178,2.10969,0.628903,0.000682678,1.92688,1.41452,0.496543,-0.707255,-0.410492,1.60928,-0.413482,0.634303,-0.272649,-0.328187,0.0562671,-0.0125271,-0.340702,0.669619,1.85143,-0.70457,1.2376,-0.169727,0.189266,-0.39874,1.74488,1.32891,0.998756,3.95455,-0.7599,0.527333,-0.125802,2.22056,1.06572,1.44183,0.618469,1.29014,-0.00852248,-0.491394,2.08998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-24.5179
-143.369,0.981251,0.0767358,6,63,0,178.081,1.0001,1.34105,1.51825,0.494154,0.0542374,-0.672949,-1.24843,2.06942,-0.119705,0.447332,-0.369667,-0.885754,0.998383,0.786334,1.6773,2.84782,0.0162733,-0.43642,13.8487,0.1168,-0.00950944,-0.292355,-18.6582,-0.136489,17.4922,3.55658,0.838227,1.6204,1.16466,1.27103,0.596061,0.864494,1.16466,1.27103,0.596061,0.864494,10.6198,1.89694,0.4552,0.653301,-0.0833284,-1.16015,0.962988,2.50675,2.36967,1.4225,-0.513113,1.2287,0.555774,0.512142,2.31799,2.81973,0.140412,3.0571,1.15269,-0.201583,2.66699,0.350649,2.04206,0.323921,1.73788,2.63153,0.985042,-1.38711,5.2742,1.22264,2.46492,0.772237,1.36437,0.223809,-0.654775,1.17307,-0.130245,2.4812,2.00753,-0.634117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-19.9277
-141.291,0.605994,0.0767358,6,63,0,179.144,0.992993,1.55156,-0.806032,1.55461,0.0584,2.05429,1.84875,-0.404965,-0.121287,1.09287,1.49155,0.312355,0.998072,1.5941,-0.300186,1.79668,-0.0174,0.264767,13.7451,0.172858,-0.0308988,-0.673241,-17.8221,-1.24664,17.5018,1.12121,1.79909,2.20389,2.51651,-0.294521,1.53571,0.186761,2.51651,-0.294521,1.53571,0.186761,11.9587,0.935809,1.31419,0.75245,-0.152836,0.854438,1.31968,0.949222,0.984049,0.897835,0.158181,0.511313,0.910477,1.5219,1.30359,0.149885,0.186358,1.44726,0.624673,0.128697,4.18181,0.00805217,2.80406,0.49377,0.985326,1.18357,1.6846,-0.708541,5.85619,1.16629,0.988996,0.192069,1.67634,0.487076,-1.34203,2.8994,1.24529,0.628056,2.41243,0.195995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-20.4981
-144.923,0.918733,0.0767358,6,63,0,190.637,0.994044,0.994163,-7.52103,2.58432,0.0577089,-1.4979,11.2739,1.27367,-0.120128,-1.16172,-8.60036,-1.14204,0.992787,3.01984,12.4485,-1.39636,0.0173362,-0.985052,13.0654,0.951222,0.0331222,1.74377,-16.0674,1.3334,18.1657,0.860896,0.577943,0.385447,-0.56861,0.342616,0.423814,-0.154373,-0.56861,0.342616,0.423814,-0.154373,11.8048,0.313259,0.312926,0.108346,0.10524,1.26935,0.588779,0.943383,0.979634,0.989235,1.72268,1.39324,0.797291,0.52797,0.647472,1.77178,-0.131868,0.667867,1.45633,1.75433,-2.11092,1.9281,-0.712922,1.55001,0.80066,1.50291,-0.0245607,2.59059,4.16866,1.0424,1.10448,1.34922,0.40039,1.63175,3.26871,-0.727488,0.928337,1.40214,-0.550373,1.61654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-23.7034
-130.745,0.815159,0.0767358,5,45,1,171.684,0.996165,0.814394,-1.56712,0.114076,0.0556974,0.558247,5.03622,0.296415,-0.117894,-0.479583,-3.05255,0.372627,0.998869,-0.228074,8.36167,1.35438,-0.027955,-0.0980599,6.33791,-0.169237,-0.0221306,0.0496948,-13.2009,-0.124429,18.7196,4.80815,0.196869,3.74123,1.46127,-0.883086,0.116331,-0.175751,1.46127,-0.883086,0.116331,-0.175751,12.6093,2.26164,0.080167,4.02158,-0.0691779,2.1764,1.52854,1.41194,1.09077,2.07881,1.60391,0.553895,0.124278,0.236875,0.858664,0.0735059,0.0659948,2.16856,0.378845,-0.378582,1.60064,-1.69174,2.27323,1.63123,-0.0591405,1.05329,0.889161,0.632961,4.95468,0.859562,-0.227455,0.262713,0.973369,0.802089,-0.747563,2.01138,2.16014,0.0447481,0.797136,1.89822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-15.3699
-140.703,0.455372,0.0767358,6,63,0,175.557,0.995634,0.577786,-2.40376,1.33868,0.0634765,-1.8588,0.144881,-0.767354,-0.11948,-0.924053,-4.31088,0.170258,1.00071,2.81025,5.51845,0.270843,-0.0281678,0.86252,5.92032,0.153608,-0.000204685,-0.786872,-15.445,0.973952,18.3548,1.12934,0.303154,4.59025,1.89601,0.695498,0.0801416,-0.881574,1.89601,0.695498,0.0801416,-0.881574,12.5095,0.71636,0.0371898,0.847793,-0.0919171,2.65259,2.66726,1.00673,-0.102755,2.52484,0.680649,0.773964,1.71829,0.575582,1.2876,-0.248874,0.0451412,1.32772,-0.226379,0.693347,1.62364,-0.400384,1.81336,1.53017,0.308725,-0.255109,1.3603,0.534306,4.4882,1.16026,-0.00579471,0.755723,0.45043,0.281861,0.0983429,2.88048,1.05936,0.537031,0.968232,2.75057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-22.3281
-134.838,0.919559,0.0767358,6,63,0,182.253,0.99525,2.66588,-1.35187,0.0395346,0.05805,0.125295,0.0675209,-2.0283,-0.116235,-0.746962,-5.67553,-0.713566,0.999339,2.13656,6.39807,0.94494,-0.0240484,-1.55694,6.71951,0.195721,-0.0174672,0.861342,-14.8583,1.37302,15.9834,0.860349,0.163325,2.02315,1.5819,0.379662,0.080239,-0.340928,1.5819,0.379662,0.080239,-0.340928,12.1099,0.797206,0.0509191,0.246262,-0.00745816,2.03176,3.19541,0.724991,-0.203072,2.49408,1.45649,0.564163,1.45812,0.734155,0.671159,-0.402529,0.043355,1.47985,1.93102,0.433206,1.08888,0.561724,1.19592,1.1416,-0.559088,0.626618,1.16283,0.872822,4.1818,0.676403,-0.119522,0.192211,-0.0449595,0.802237,0.756314,3.47489,-0.14227,0.332406,2.66447,1.50904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-20.5562
-142.062,0.922679,0.0767358,6,63,0,175.307,0.994154,2.70428,-16.5882,0.125251,0.0581897,-0.0266503,9.76747,0.184023,-0.116443,-0.398213,-3.53568,-2.04546,0.994215,1.55259,-0.512353,1.05634,0.0219912,-1.22274,4.37444,-1.58417,0.0206493,0.872219,-11.8535,-0.131219,20.5656,0.730263,0.0524432,0.241845,-0.309417,-0.0168639,0.0449369,0.0513841,-0.309417,-0.0168639,0.0449369,0.0513841,11.2148,0.450717,0.0516072,0.677406,0.0191252,-0.0340281,-1.14797,1.35134,2.19995,-0.37343,0.86157,1.42146,0.608923,1.0773,1.02811,2.37236,-0.0235621,0.311562,0.0624764,1.56514,0.983786,1.48911,0.782807,0.861545,2.86202,1.30688,0.942116,1.46868,4.61432,1.98132,2.01547,1.76547,1.61778,1.17516,0.890353,-1.47104,1.97145,1.59715,-0.499983,0.124091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-16.9504
