# 7.46796, 4.85379, 9.34909, 7.42045, 1.06153e-05, 1.44715e-05, 1.20653e-05, 2.33827e-05, 28.5004, 28.7323, 68.7595, 20.9506, 1.09932e-05, 1.45366e-05, 1.28843e-05, 2.33957e-05, 6.0089, 6.0708, 0.00032159, 0.00218015, 44.8629, 18.5989, 0.000482454, 0.00221525, 0.336977, 0.422865, 0.440028, 0.00345927, 0.103045, 0.00309624, 0.428352, 0.472322, 0.789426, 0.00388022, 0.102549, 0.00322887, 0.876574, 1.04602, 1.03399, 0.779706, 0.902627, 0.992777, 0.216388, 0.549295, 0.928985, 0.0485638, 0.173528, 0.5686, 1.05316, 1.10769, 0.931865, 0.961059, 0.901745, 1.15323, 0.487769, 0.538007, 0.526571, 0.195171, 0.299005, 0.231337, 0.98147, 1.07071, 0.870986, 0.596489, 0.746042, 0.865654, 0.961117, 1.06631, 1.08356, 0.887958, 0.768196, 0.926253
132.146,0.939623,0.0750374,6,63,0,-97.82,-8.61129,0.997416,1.08969,0.998767,-5.00536,0.0204811,-0.618686,0.0255217,-3.26291,-0.149727,-0.366544,-0.146268,-0.443766,0.999281,0.944758,0.998018,3.64554,0.0319036,-0.200202,-0.00838567,2.41225,-0.176495,0.937404,0.275629,0.304859,74.3211,1.84446,72.8606,-0.64982,6.33495,0.91511,5.47688,-0.64982,6.33495,0.91511,5.47688,1.42633,15.6255,1.54194,17.308,1.25894,-0.767245,0.800363,2.20019,0.563584,1.93141,1.68071,2.05695,0.842252,-0.806577,-1.00279,1.09259,1.60006,-0.103722,0.880815,-0.0233504,1.08948,0.242607,2.40053,0.634024,1.02866,1.3979,2.73226,0.35286,1.76147,-1.47347,0.847982,1.15431,3.90189,1.85613,0.7356,1.84167,0.773564,0.89947,1.17192,-0.0811782,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,367.245
128.373,0.868734,0.0750374,6,63,0,-98.5908,-4.78948,0.998764,1.137,0.998144,-7.89425,0.0246053,1.12375,0.0219595,-5.49739,-0.148332,1.49646,-0.146258,-5.162,0.996188,1.4719,0.999338,0.68177,0.0145045,1.20391,-0.0177607,1.33211,-0.295053,-0.241736,0.235148,0.85549,83.0065,0.353562,67.5506,-0.718524,2.99313,-0.298647,6.36875,-0.718524,2.99313,-0.298647,6.36875,0.659317,18.4192,0.960435,15.2736,2.39699,-0.671253,0.139857,3.20974,1.02395,1.21484,-0.047489,2.53759,1.3774,0.76734,1.65621,2.83904,-1.35124,0.222907,1.47997,-0.346914,1.02273,0.198529,0.0923075,0.106475,0.27901,1.78126,-0.921163,-0.282766,0.332871,-1.66794,0.858116,-0.0824408,0.704791,2.0443,1.09534,0.767835,1.09411,1.34134,1.22336,0.972119,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,370.355
124.939,0.984431,0.0750374,6,63,0,-94.7807,-6.41196,0.998608,0.958367,0.997161,-3.68787,0.0235499,2.40241,0.0258442,-7.06894,-0.151308,-0.364804,-0.149959,-4.57098,0.995287,0.221671,1.00073,0.789444,0.0161919,0.289223,-0.0407439,-2.30005,-0.254381,1.28037,0.321078,0.112987,75.6223,1.18369,92.5419,-0.154423,2.47122,-0.44714,8.56596,-0.154423,2.47122,-0.44714,8.56596,0.236716,14.4597,0.514955,14.8519,2.34966,-0.996414,1.56891,2.88013,0.916933,1.83665,1.49703,3.01992,2.20293,2.13431,0.575199,3.95152,1.54599,-0.114323,1.48405,0.00717207,1.38942,0.22041,1.56146,0.921579,0.743298,2.50651,1.51299,0.496061,0.503794,-1.03736,-0.491351,0.720567,1.8213,0.0451754,1.29691,1.13964,0.540328,0.898922,0.401391,1.62928,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,381.77
120.877,0.941368,0.0750374,6,63,0,-81.0466,-3.17013,0.998376,0.797781,0.998104,-7.05526,0.0193052,1.16187,0.0243775,-1.48107,-0.150584,1.2539,-0.149485,-0.436576,1.00034,2.29636,0.999345,3.68808,0.0144475,-0.678494,-0.0281963,5.89032,-0.163865,-0.638463,0.25483,3.40229,77.996,0.805374,49.3736,-2.30616,7.26897,-0.61917,1.49498,-2.30616,7.26897,-0.61917,1.49498,1.58474,16.984,0.824211,15.1969,-0.53208,-0.563237,0.373411,1.62913,0.85975,2.06794,0.38935,1.87168,0.275189,-0.619657,1.27736,2.16956,0.869303,-0.149673,0.532361,0.259149,0.726931,1.49813,0.543011,0.644551,0.759001,0.784369,0.52713,0.39299,1.32496,-2.48723,2.2715,-1.9501,0.306874,4.39017,0.683479,0.582085,1.30219,1.58451,1.50006,-0.337312,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,343.971
121.867,0.959873,0.0750374,6,63,0,-88.4973,-7.91695,0.999555,3.15937,0.998314,-5.48434,0.0189389,-0.783625,0.0258096,-2.36249,-0.148459,1.1173,-0.148368,0.766368,0.996659,0.349928,1.00266,8.51385,-0.0137616,-1.28837,-0.0342006,6.66062,-0.150921,-0.140935,0.318943,0.112665,75.6102,0.435014,70.9109,-0.188535,8.53231,0.815643,-1.71237,-0.188535,8.53231,0.815643,-1.71237,0.394345,16.1395,4.09674,16.9358,1.07109,-0.385703,1.04158,1.24784,0.656591,2.05916,-0.171257,1.64322,1.62797,1.96002,0.0712981,2.37614,-0.990677,0.0386997,-0.434517,-0.12095,2.80265,-0.116276,0.446642,1.02104,-0.0663322,0.366013,1.38352,0.988494,0.306903,-1.29679,0.214157,-0.808671,1.60243,1.93078,-0.00684263,1.18886,0.0846834,-0.0906483,0.639211,2.06147,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,357.875
113.222,0.981832,0.0750374,6,63,0,-78.158,1.67738,0.997535,1.61012,0.997303,-0.879226,0.0216113,0.58156,0.0260451,-3.5219,-0.149344,0.396735,-0.149588,-2.23809,0.999577,0.259193,0.998255,12.107,0.03144,-0.683406,-0.037239,6.65268,-0.22104,-0.196383,0.314242,0.412934,79.6588,2.43916,50.881,-0.510093,-1.92244,0.477522,7.84365,-0.510093,-1.92244,0.477522,7.84365,0.65203,14.9899,0.414738,16.416,2.02839,-0.219615,-0.0725313,1.29033,1.38977,1.32423,1.65614,1.97211,1.32798,1.25302,2.2355,2.61625,1.42563,0.0433388,1.9356,0.170817,-0.252621,0.609544,2.64548,1.19569,0.379792,0.115745,-1.05451,0.584775,1.13861,-2.81519,-0.396978,0.842036,-1.31109,3.83845,3.21824,-0.723251,2.43477,-0.673422,1.645,2.84157,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,344.485
108.899,0.961221,0.0750374,6,63,0,-71.3515,-0.338694,0.997865,3.05269,0.99772,-1.49301,0.021268,-3.81063,0.0255156,-2.64975,-0.151218,1.19328,-0.149667,0.0823711,1.00075,-0.928671,1.0042,10.7801,0.034702,-1.82601,-0.0338996,8.14106,-0.214879,2.78861,0.283804,0.568679,71.7725,1.39451,62.8123,-0.69327,-0.121541,0.611984,9.52744,-0.69327,-0.121541,0.611984,9.52744,0.878658,14.2174,0.501601,18.3252,1.04066,-0.539131,0.0887719,1.33168,1.96211,1.27066,0.828015,1.81103,1.24429,0.931636,1.99778,2.48949,1.98852,0.000746635,1.58076,0.0528162,0.282752,0.827981,2.73019,0.957544,0.906591,0.590674,-0.490311,0.531723,1.27964,-3.76916,0.839419,0.920853,-2.74017,3.2134,3.28997,-0.58052,1.97527,-0.323172,1.89008,3.05698,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,349.544
115.745,0.866011,0.0750374,6,63,0,-80.6919,0.873135,0.99775,1.85105,0.998028,-0.432093,0.0225319,-0.365273,0.0253085,-1.85316,-0.14882,0.382481,-0.14946,-0.818118,1.00112,-2.27888,1.00274,9.1702,0.0267415,-3.39895,-0.0211885,7.49191,-0.224326,4.11475,0.306334,0.590251,71.0275,0.965608,63.6014,-0.603483,-0.615223,0.512331,8.99949,-0.603483,-0.615223,0.512331,8.99949,0.67826,14.6284,0.40411,18.5028,1.42596,-0.801421,0.546809,1.34948,2.21298,1.66705,0.966682,1.67678,1.36955,0.661847,2.0996,2.25107,1.53293,0.0695538,1.91337,0.187834,0.188998,0.786238,2.7693,1.16639,0.361869,0.797095,0.0950567,0.608462,1.68956,-3.43653,1.37647,0.425381,-2.32604,3.23785,3.33407,-0.404447,1.51357,-0.55621,1.70019,2.85869,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,353.343
120.946,0.940807,0.0750374,6,63,0,-85.5431,1.30479,0.998891,-1.24271,0.998576,-0.591054,0.0206039,-0.752577,0.0231843,0.200669,-0.148977,1.3088,-0.149722,0.981487,0.999666,0.735896,0.992266,0.643686,0.00126173,2.80384,-0.0237372,-2.81454,-0.181888,1.14386,0.210249,2.66974,80.7873,0.51677,80.8905,-0.482965,10.8212,-0.678007,-0.693557,-0.482965,10.8212,-0.678007,-0.693557,0.761428,17.4427,1.29547,13.1373,0.420402,-1.77635,1.38912,1.9515,-0.141538,1.36255,1.01921,2.29269,0.70929,1.33299,-0.113122,1.25547,1.28877,0.659371,0.0564564,-0.835679,1.78459,-0.210976,-0.574421,-0.549789,1.63791,1.73677,1.92909,-0.149586,0.290132,-0.925048,0.601025,0.279371,4.26383,0.372327,-1.42411,1.62219,0.728209,2.13092,0.415557,-1.86879,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,373.364
115.707,0.871889,0.0750374,6,63,0,-86.4444,-0.0586409,0.998145,4.32799,0.999073,-0.0211574,0.0245552,0.540141,0.024397,3.23343,-0.148009,4.20495,-0.14844,-1.43767,1.0001,1.59087,0.996005,0.0969909,0.0225072,-3.74345,-0.0126435,-1.53799,-0.277686,0.59627,0.248329,0.375033,70.8939,0.0484934,69.0618,0.352641,-2.02292,0.172186,9.18992,0.352641,-2.02292,0.172186,9.18992,0.589354,14.2808,1.50878,18.2507,1.57499,-0.823241,0.602826,0.887885,2.14068,2.63805,1.03186,1.36189,1.27919,0.838233,2.10397,4.09565,0.966508,-0.0466125,1.73082,0.0712827,0.35558,0.160107,2.14534,0.278873,0.376482,0.308239,0.0898309,-0.571544,1.59669,-1.10892,1.44947,-0.635898,-2.23716,1.7695,3.4069,-0.426004,1.28059,0.00295954,1.64165,1.60391,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,354.154
109.454,0.983613,0.0750374,6,63,0,-76.5811,2.06558,0.998639,1.92415,0.997426,-0.708662,0.0191892,-5.13228,0.0235677,-3.62336,-0.147371,0.555397,-0.14801,7.5554,0.993266,2.98356,0.998187,2.22183,0.0228324,-2.45786,-0.0238658,-1.64208,-0.202708,2.04896,0.224832,3.63954,82.9195,1.47529,77.5769,1.71113,13.8624,0.317113,-2.22125,1.71113,13.8624,0.317113,-2.22125,0.864613,17.9157,0.196547,14.0607,0.127715,-2.19714,1.262,3.80816,0.27189,1.13712,0.600928,3.00282,0.142913,2.02288,0.237999,0.436839,0.900628,0.358263,0.202025,-0.625162,1.50206,0.119144,0.188238,0.17745,1.79907,1.56313,2.22903,-0.232267,0.445363,-0.771193,0.0550997,0.2523,3.66723,0.628452,-1.25891,0.482734,0.748923,1.68839,0.742931,-1.2138,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,367.708
105.385,0.772697,0.0750374,6,63,0,-61.2348,0.538287,0.999069,2.70362,0.998436,-1.15676,0.024096,3.53679,0.0237724,10.3047,-0.15004,1.99559,-0.148112,-0.297018,0.993897,2.96104,0.99247,6.04785,0.00901495,-0.328981,-0.0162746,0.0858383,-0.254162,0.146031,0.26572,0.0645381,64.7728,1.56171,66.7827,0.150662,-2.40818,-0.11526,10.8891,0.150662,-2.40818,-0.11526,10.8891,0.728718,14.0267,0.0372727,18.1091,1.83616,-0.221839,1.22344,2.21857,1.68063,2.55115,1.26575,2.37665,1.98651,0.836065,1.75559,4.30065,1.10167,0.0634608,1.98263,-0.329315,0.503472,0.0468577,1.82174,-0.237229,0.241264,2.17128,0.299106,-0.961496,1.58412,-1.36802,2.02421,-1.48246,-1.7602,2.91432,2.84106,0.346035,1.27115,-0.117381,0.909028,2.07971,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,345.056
110.384,0.998266,0.0750374,6,63,0,-74.4008,-5.88297,0.998581,4.87233,0.998492,1.14999,0.0209566,1.31419,0.0219805,-0.245614,-0.150375,5.88613,-0.14926,1.12249,0.999683,1.16463,1.00296,2.57398,0.0238067,0.805853,-0.0122125,0.0640913,-0.209778,0.810743,0.23514,0.266257,87.4811,0.0571203,84.8631,0.357663,10.4668,0.168234,2.05543,0.357663,10.4668,0.168234,2.05543,1.11007,17.4197,1.39794,14.972,1.98168,-1.67997,-0.0994845,0.845705,0.386514,0.908702,0.169343,1.48389,-0.699744,1.14672,0.481425,0.433248,1.44755,0.311617,0.348688,0.12994,0.464595,0.149346,-0.0325394,0.00464414,1.49441,0.474073,1.87746,0.400444,2.37659,-0.948252,-1.04471,0.192738,3.32298,0.98196,-0.369318,1.15199,1.95133,1.28928,1.46268,-2.1208,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,379.061
